"EntrezID_Human"	"go_name"
1812	"integral component of postsynaptic membrane (GO:0099055)"
1812	"modification of postsynaptic structure (GO:0099010)"
1813	"presynaptic modulation of chemical synaptic transmission (GO:0099171)"
1813	"integral component of presynaptic membrane (GO:0099056)"
1813	"regulation of neurotransmitter uptake (GO:0051580)"
1813	"postsynaptic modulation of chemical synaptic transmission (GO:0099170)"
1813	"integral component of postsynaptic membrane (GO:0099055)"
1814	"regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149)"
1814	"regulation of neurotransmitter uptake (GO:0051580)"
1814	"integral component of postsynaptic density membrane (GO:0099061)"
1815	"presynaptic modulation of chemical synaptic transmission (GO:0099171)"
1815	"regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149)"
1815	"integral component of presynaptic membrane (GO:0099056)"
1815	"integral component of postsynaptic membrane (GO:0099055)"
1815	"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)"
1816	"integral component of presynaptic membrane (GO:0099056)"
1816	"integral component of postsynaptic density membrane (GO:0099061)"
1816	"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)"
29102	"postsynaptic density (GO:0014069)"
1821	"postsynaptic density (GO:0014069)"
84062	"synaptic vesicle membrane (GO:0030672)"
84062	"regulation of synaptic vesicle cycle (GO:0098693)"
84062	"postsynaptic density (GO:0014069)"
84062	"regulation of synaptic vesicle exocytosis (GO:2000300)"
1855	"presynapse (GO:0098793)"
1855	"neuronal dense core vesicle (GO:0098992)"
1855	"postsynaptic density (GO:0014069)"
1855	"presynapse assembly (GO:0099054)"
1855	"postsynapse organization (GO:0099173)"
1855	"regulation of synaptic vesicle exocytosis (GO:2000300)"
1855	"regulation of postsynapse organization (GO:0099175)"
1857	"synapse (GO:0045202)"
140735	"postsynapse (GO:0098794)"
140735	"postsynaptic density (GO:0014069)"
8411	"postsynaptic process involved in chemical synaptic transmission (GO:0099565)"
8411	"postsynapse (GO:0098794)"
1917	"synapse (GO:0045202)"
1936	"synapse (GO:0045202)"
1938	"synapse (GO:0045202)"
1938	"translation at postsynapse (GO:0140242)"
29904	"regulation of translation at postsynapse (GO:0140245)"
29904	"postsynaptic density (GO:0014069)"
1946	"synapse adhesion between pre- and post-synapse (GO:0099560)"
1947	"integral component of presynaptic membrane (GO:0099056)"
1947	"presynapse assembly (GO:0099054)"
1948	"presynapse assembly (GO:0099054)"
1948	"regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149)"
1948	"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)"
1948	"integral component of presynaptic membrane (GO:0099056)"
1948	"integral component of postsynaptic density membrane (GO:0099061)"
1949	"integral component of presynaptic membrane (GO:0099056)"
1949	"integral component of postsynaptic density membrane (GO:0099061)"
1949	"trans-synaptic signaling by trans-synaptic complex, modulating synaptic transmission (GO:0099557)"
54583	"regulation of modification of postsynaptic structure (GO:0099159)"
54583	"postsynaptic density (GO:0014069)"
54583	"regulation protein catabolic process at postsynapse (GO:0140252)"
10938	"presynapse (GO:0098793)"
10938	"synaptic vesicle endocytosis (GO:0048488)"
1964	"synapse (GO:0045202)"
9086	"synapse (GO:0045202)"
8892	"postsynaptic ER(SYNGO:postsyn_er)"
1965	"synapse (GO:0045202)"
8894	"synapse (GO:0045202)"
1968	"synapse (GO:0045202)"
8661	"postsynaptic density (GO:0014069)"
8662	"synapse (GO:0045202)"
8664	"synapse (GO:0045202)"
3646	"postsynaptic density (GO:0014069)"
8665	"synapse (GO:0045202)"
8668	"synapse (GO:0045202)"
51386	"synapse (GO:0045202)"
9775	"regulation of translation at postsynapse, modulating synaptic transmission (GO:0099578)"
1975	"postsynapse (GO:0098794)"
1977	"regulation of translation at postsynapse, modulating synaptic transmission (GO:0099578)"
1977	"postsynaptic cytosol (GO:0099524)"
1977	"postsynapse (GO:0098794)"
1977	"trans-synaptic signaling (GO:0099537)"
1978	"regulation of translation at presynapse, modulating synaptic transmission (GO:0099577)"
1978	"postsynaptic cytosol (GO:0099524)"
1979	"postsynapse (GO:0098794)"
1981	"postsynapse (GO:0098794)"
1982	"postsynaptic density (GO:0014069)"
8672	"synapse (GO:0045202)"
1983	"synapse (GO:0045202)"
1984	"synapse (GO:0045202)"
9669	"synapse (GO:0045202)"
3692	"synapse (GO:0045202)"
1994	"postsynapse (GO:0098794)"
1993	"synapse (GO:0045202)"
1993	"regulation of synapse assembly (GO:0051963)"
1996	"regulation of translation at postsynapse (GO:0140245)"
2042	"synapse adhesion between pre- and post-synapse (GO:0099560)"
2042	"presynapse (GO:0098793)"
2043	"synapse disassembly (GO:0098883)"
2043	"regulation of synapse disassembly (GO:1905806)"
2043	"integral component of postsynaptic membrane (GO:0099055)"
2043	"integral component of presynaptic membrane (GO:0099056)"
2045	"modulation of chemical synaptic transmission (GO:0050804)"
2045	"integral component of postsynaptic specialization membrane (GO:0099060)"
2045	"integral component of postsynaptic density membrane (GO:0099061)"
2045	"regulation of postsynapse organization (GO:0099175)"
2047	"modulation of chemical synaptic transmission (GO:0050804)"
2048	"integral component of presynaptic membrane (GO:0099056)"
2048	"regulation of synapse assembly (GO:0051963)"
2048	"postsynaptic membrane assembly (GO:0097104)"
2048	"integral component of postsynaptic membrane (GO:0099055)"
29924	"extrinsic component of presynaptic endocytic zone membrane (GO:0098894)"
29924	"postsynapse (GO:0098794)"
29924	"synaptic vesicle endocytosis (GO:0048488)"
2060	"postsynaptic neurotransmitter receptor endocytosis (GO:0098884)"
2060	"synapse (GO:0045202)"
58513	"synaptic vesicle endocytosis (GO:0048488)"
2060	"synaptic vesicle endocytosis (GO:0048488)"
58513	"extrinsic component of presynaptic endocytic zone membrane (GO:0098894)"
2060	"extrinsic component of presynaptic endocytic zone membrane (GO:0098894)"
2059	"postsynaptic density (GO:0014069)"
2059	"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)"
2064	"integral component of presynaptic membrane (GO:0099056)"
2064	"neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0099645)"
2066	"integral component of postsynaptic density membrane (GO:0099061)"
2066	"integral component of presynaptic membrane (GO:0099056)"
2066	"synapse assembly (GO:0007416)"
2066	"neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0099645)"
55914	"postsynaptic specialization (GO:0099572)"
55914	"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)"
55914	"postsynapse (GO:0098794)"
23085	"structural constituent of active zone (GO:0098882)"
23085	"regulation of calcium-dependent activation of synaptic vesicle fusion (GO:0150037)"
23085	"presynaptic active zone cytoplasmic component (GO:0098831)"
23085	"presynaptic cytosol (GO:0099523)"
23085	"synaptic vesicle priming (GO:0016082)"
23085	"regulation of presynaptic cytosolic calcium levels (GO:0099509)"
23085	"regulation of synaptic vesicle fusion to presynaptic active zone membrane (GO:0031630)"
26059	"regulation of synaptic vesicle fusion to presynaptic active zone membrane (GO:0031630)"
26059	"regulation of calcium-dependent activation of synaptic vesicle fusion (GO:0150037)"
26059	"synaptic vesicle priming (GO:0016082)"
26059	"presynaptic active zone cytoplasmic component (GO:0098831)"
26059	"regulation of presynaptic cytosolic calcium levels (GO:0099509)"
26059	"structural constituent of active zone (GO:0098882)"
7813	"regulation of presynaptic dense core vesicle exocytosis (GO:0099161)"
55770	"regulation of synapse maturation (GO:0090128)"
55770	"anterograde axonal protein transport (GO:0099641)"
11336	"presynaptic membrane (GO:0042734)"
60412	"postsynaptic density, intracellular component (GO:0099092)"
60412	"synaptic vesicle (GO:0008021)"
7430	"postsynaptic actin cytoskeleton organization (GO:0098974)"
145773	"postsynaptic density, intracellular component (GO:0099092)"
10160	"extrinsic component of postsynaptic membrane (GO:0098890)"
10160	"postsynaptic actin cytoskeleton organization (GO:0098974)"
10160	"retrograde trans-synaptic signaling by trans-synaptic protein complex (GO:0098942)"
10160	"regulation of presynapse assembly (GO:1905606)"
84961	"regulation of synaptic vesicle exocytosis (GO:2000300)"
84961	"synapse (GO:0045202)"
84961	"regulation of protein catabolic process at presynapse, modulating synaptic transmission (GO:0099575)"
26232	"extrinsic component of postsynaptic membrane (GO:0098890)"
26232	"regulation of protein catabolic process at postsynapse, modulating synaptic transmission (GO:0099576)"
200933	"presynapse (GO:0098793)"
200933	"presynaptic cytosol (GO:0099523)"
200933	"postsynaptic cytosol (GO:0099524)"
200933	"regulation of synaptic vesicle exocytosis (GO:2000300)"
9638	"anterograde axonal protein transport (GO:0099641)"
2243	"synapse (GO:0045202)"
2244	"synapse (GO:0045202)"
2266	"synapse (GO:0045202)"
27145	"postsynaptic actin cytoskeleton (GO:0098871)"
27145	"postsynapse (GO:0098794)"
27145	"modification of postsynaptic structure (GO:0099010)"
2280	"synapse (GO:0045202)"
2316	"synapse organization (GO:0050808)"
2316	"postsynapse (GO:0098794)"
10211	"presynaptic active zone (GO:0048786)"
10211	"presynapse (GO:0098793)"
10211	"synapse (GO:0045202)"
10211	"regulation of neurotransmitter uptake (GO:0051580)"
2319	"anterograde dendritic transport (GO:0098937)"
2319	"anchored component of presynaptic active zone membrane (GO:0099029)"
2319	"synapse (GO:0045202)"
2319	"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)"
23767	"integral component of postsynaptic membrane (GO:0099055)"
23767	"synapse adhesion between pre- and post-synapse (GO:0099560)"
2332	"regulation of translation at postsynapse, modulating synaptic transmission (GO:0099578)"
2332	"regulation of translation at presynapse, modulating synaptic transmission (GO:0099577)"
2332	"presynaptic cytosol (GO:0099523)"
2332	"postsynaptic cytosol (GO:0099524)"
9758	"postsynaptic density (GO:0014069)"
9758	"postsynaptic actin cytoskeleton organization (GO:0098974)"
23732	"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)"
8880	"synapse (GO:0045202)"
8087	"postsynapse (GO:0098794)"
9513	"postsynapse (GO:0098794)"
53826	"integral component of presynaptic membrane (GO:0099056)"
53826	"integral component of postsynaptic membrane (GO:0099055)"
2534	"postsynaptic density, intracellular component (GO:0099092)"
2534	"modulation of chemical synaptic transmission (GO:0050804)"
8321	"regulation of presynapse assembly (GO:1905606)"
8322	"synapse (GO:0045202)"
7855	"presynapse assembly (GO:0099054)"
7855	"synapse (GO:0045202)"
8325	"neuronal dense core vesicle (GO:0098992)"
8326	"postsynapse (GO:0098794)"
8326	"postsynapse organization (GO:0099173)"
8326	"regulation of postsynaptic cytosolic calcium levels (GO:0099566)"
2550	"integral component of postsynaptic membrane (GO:0099055)"
2550	"G protein-coupled neurotransmitter receptor activity involved in regulation of presynaptic membrane potential (GO:0150047)"
2550	"integral component of presynaptic active zone membrane (GO:0099059)"
2550	"integral component of presynaptic membrane (GO:0099056)"
2550	"G protein-coupled neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential (GO:0099579)"
2550	"integral component of postsynaptic specialization membrane (GO:0099060)"
9568	"integral component of presynaptic membrane (GO:0099056)"
9568	"integral component of postsynaptic membrane (GO:0099055)"
2554	"ligand-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099507)"
2554	"integral component of postsynaptic specialization membrane (GO:0099060)"
2554	"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)"
2555	"integral component of postsynaptic specialization membrane (GO:0099060)"
2555	"integral component of presynaptic active zone membrane (GO:0099059)"
2555	"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)"
2555	"ligand-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099507)"
2556	"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)"
2556	"synapse (GO:0045202)"
2556	"ligand-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099507)"
2556	"integral component of postsynaptic specialization membrane (GO:0099060)"
2556	"integral component of presynaptic active zone membrane (GO:0099059)"
2557	"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)"
2557	"integral component of postsynaptic specialization membrane (GO:0099060)"
2558	"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)"
2558	"integral component of presynaptic membrane (GO:0099056)"
2558	"integral component of postsynaptic membrane (GO:0099055)"
2558	"ligand-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099507)"
2558	"integral component of postsynaptic specialization membrane (GO:0099060)"
2559	"integral component of postsynaptic specialization membrane (GO:0099060)"
2559	"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)"
2560	"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)"
2560	"ligand-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099507)"
2560	"G protein-coupled neurotransmitter receptor activity involved in regulation of presynaptic membrane potential (GO:0150047)"
2560	"integral component of postsynaptic specialization membrane (GO:0099060)"
2560	"integral component of presynaptic active zone membrane (GO:0099059)"
2561	"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)"
2561	"integral component of presynaptic active zone membrane (GO:0099059)"
2561	"integral component of postsynaptic specialization membrane (GO:0099060)"
2561	"ligand-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099507)"
2562	"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)"
2562	"integral component of postsynaptic membrane (GO:0099055)"
2562	"integral component of postsynaptic specialization membrane (GO:0099060)"
2563	"integral component of postsynaptic membrane (GO:0099055)"
2563	"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)"
2564	"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)"
2564	"integral component of postsynaptic membrane (GO:0099055)"
2566	"integral component of postsynaptic specialization membrane (GO:0099060)"
2566	"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)"
2567	"integral component of synaptic membrane (GO:0099699)"
2567	"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)"
2569	"modulation of chemical synaptic transmission (GO:0050804)"
2569	"integral component of presynaptic membrane (GO:0099056)"
2569	"ligand-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099507)"
2569	"modulation of chemical synaptic transmission (GO:0050804)"
2570	"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)"
2571	"presynapse (GO:0098793)"
2571	"neurotransmitter biosynthetic process (GO:0042136)"
2572	"neurotransmitter biosynthetic process (GO:0042136)"
2572	"presynapse (GO:0098793)"
2596	"presynapse (GO:0098793)"
2596	"regulation of postsynaptic specialization assembly (GO:0099150)"
2597	"regulation of synaptic vesicle neurotransmitter loading (GO:0099162)"
2597	"extrinsic component of synaptic vesicle membrane (GO:0098850)"
2597	"postsynaptic density, intracellular component (GO:0099092)"
2597	"ATP metabolic process in the postsynapse"
2664	"presynaptic cytosol (GO:0099523)"
2665	"synapse (GO:0045202)"
51738	"postsynaptic modulation of chemical synaptic transmission (GO:0099170)"
51738	"regulation of postsynapse organization (GO:0099175)"
2693	"regulation of postsynapse organization (GO:0099175)"
2693	"regulation of neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0098696)"
2693	"postsynaptic modulation of chemical synaptic transmission (GO:0099170)"
2693	"integral component of synaptic membrane (GO:0099699)"
10755	"presynapse (GO:0098793)"
10755	"postsynapse (GO:0098794)"
10755	"presynaptic modulation of chemical synaptic transmission (GO:0099171)"
28964	"postsynapse (GO:0098794)"
28964	"neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0099645)"
28964	"regulation of synaptic vesicle exocytosis (GO:2000300)"
28964	"structural constituent of postsynaptic specialization (GO:0098879)"
9815	"regulation of synaptic vesicle exocytosis (GO:2000300)"
2741	"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)"
2741	"integral component of presynaptic membrane (GO:0099056)"
2741	"ligand-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099507)"
2741	"integral component of postsynaptic specialization membrane (GO:0099060)"
2742	"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)"
8001	"integral component of presynaptic membrane (GO:0099056)"
8001	"presynaptic modulation of chemical synaptic transmission (GO:0099171)"
8001	"integral component of postsynaptic specialization membrane (GO:0099060)"
441509	"integral component of postsynaptic specialization membrane (GO:0099060)"
2743	"postsynaptic specialization (GO:0099572)"
2743	"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)"
2771	"neuronal dense core vesicle (GO:0098992)"
10681	"presynapse (GO:0098793)"
2817	"synapse (GO:0045202)"
221914	"regulation of presynapse organization (GO:0099174)"
2239	"regulation of neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0098696)"
2239	"synapse (GO:0045202)"
2239	"anchored component of presynaptic membrane (GO:0099026)"
2239	"regulation of presynapse assembly (GO:1905606)"
2239	"synapse adhesion between pre- and post-synapse (GO:0099560)"
10082	"regulation of neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0098696)"
10082	"synapse (GO:0045202)"
2852	"modulation of chemical synaptic transmission (GO:0050804)"
2852	"integral component of presynaptic membrane (GO:0099056)"
2852	"integral component of postsynaptic membrane (GO:0099055)"
10243	"postsynaptic specialization, intracellular component (GO:0099091)"
10243	"neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0099645)"
10243	"postsynaptic specialization, intracellular component (GO:0099091)"
2823	"regulation of synapse organization (GO:0050807)"
2823	"integral component of presynaptic active zone membrane (GO:0099059)"
2823	"presynapse (GO:0098793)"
2823	"integral component of postsynaptic density membrane (GO:0099061)"
2823	"ligand-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099507)"
2823	"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)"
2823	"integral component of presynaptic active zone membrane (GO:0099059)"
2823	"integral component of presynaptic membrane (GO:0099056)"
2823	"integral component of postsynaptic membrane (GO:0099055)"
2891	"integral component of presynaptic membrane (GO:0099056)"
2891	"integral component of postsynaptic density membrane (GO:0099061)"
2891	"ligand-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099507)"
2891	"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)"
2891	"integral component of postsynaptic membrane (GO:0099055)"
2891	"integral component of presynaptic active zone membrane (GO:0099059)"
2892	"integral component of presynaptic active zone membrane (GO:0099059)"
2892	"integral component of presynaptic membrane (GO:0099056)"
2892	"integral component of postsynaptic membrane (GO:0099055)"
2892	"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)"
2892	"integral component of postsynaptic density membrane (GO:0099061)"
2892	"ligand-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099507)"
2893	"ligand-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099507)"
2893	"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)"
2893	"integral component of postsynaptic density membrane (GO:0099061)"
2893	"integral component of presynaptic active zone membrane (GO:0099059)"
2894	"integral component of postsynaptic density membrane (GO:0099061)"
2894	"integral component of postsynaptic membrane (GO:0099055)"
2894	"regulation of postsynapse organization (GO:0099175)"
2894	"integral component of postsynaptic density membrane (GO:0099061)"
2895	"integral component of postsynaptic density membrane (GO:0099061)"
2895	"regulation of postsynaptic density assembly (GO:0099151)"
2895	"regulation of presynapse assembly (GO:1905606)"
392862	"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)"
392862	"postsynaptic density, intracellular component (GO:0099092)"
392862	"regulation of postsynaptic cytosolic calcium levels (GO:0099566)"
2897	"integral component of presynaptic membrane (GO:0099056)"
2897	"ligand-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099507)"
2897	"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)"
2898	"integral component of postsynaptic membrane (GO:0099055)"
2898	"ligand-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099507)"
2898	"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)"
2899	"ligand-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099507)"
2900	"integral component of postsynaptic membrane (GO:0099055)"
2900	"ligand-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099507)"
2900	"integral component of presynaptic membrane (GO:0099056)"
2901	"integral component of postsynaptic density membrane (GO:0099061)"
2901	"ligand-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099507)"
2901	"integral component of postsynaptic membrane (GO:0099055)"
2901	"integral component of presynaptic membrane (GO:0099056)"
2901	"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)"
2901	"ligand-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099507)"
2902	"integral component of presynaptic membrane (GO:0099056)"
2902	"integral component of postsynaptic density membrane (GO:0099061)"
2902	"ligand-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099507)"
2902	"integral component of presynaptic active zone membrane (GO:0099059)"
2902	"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)"
2903	"integral component of presynaptic membrane (GO:0099056)"
2903	"integral component of postsynaptic density membrane (GO:0099061)"
2903	"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)"
2903	"ligand-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099507)"
2904	"integral component of presynaptic active zone membrane (GO:0099059)"
2904	"integral component of postsynaptic density membrane (GO:0099061)"
2904	"integral component of presynaptic membrane (GO:0099056)"
2904	"ligand-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099507)"
2904	"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)"
2905	"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)"
2906	"integral component of postsynaptic density membrane (GO:0099061)"
2906	"integral component of presynaptic membrane (GO:0099056)"
2906	"ligand-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099507)"
2906	"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)"
2906	"integral component of presynaptic active zone membrane (GO:0099059)"
116443	"presynaptic modulation of chemical synaptic transmission (GO:0099171)"
116443	"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)"
116443	"integral component of postsynaptic density membrane (GO:0099061)"
116444	"integral component of postsynaptic density membrane (GO:0099061)"
116444	"ligand-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099507)"
116444	"integral component of presynaptic active zone membrane (GO:0099059)"
23426	"postsynaptic density (GO:0014069)"
23426	"postsynapse (GO:0098794)"
23426	"neurotransmitter receptor transport, endosome to postsynaptic membrane (GO:0098887)"
80852	"neurotransmitter receptor transport, endosome to postsynaptic membrane (GO:0098887)"
80852	"postsynaptic density, intracellular component (GO:0099092)"
80852	"postsynaptic density (GO:0014069)"
56850	"regulation of neurotransmitter receptor transport, endosome to postsynaptic membrane (GO:0099152)"
56850	"extrinsic component of postsynaptic early endosome membrane (GO:0098998)"
56850	"regulation of recycling endosome localization within postsynapse (GO:0099158)"
156	"postsynaptic density (GO:0014069)"
156	"presynapse (GO:0098793)"
157	"presynapse (GO:0098793)"
157	"postsynaptic density (GO:0014069)"
2911	"integral component of postsynaptic membrane (GO:0099055)"
2911	"G-protein coupled neurotransmitter receptor activity involved in regulation of postsynaptic cytosolic calcium levels (GO:0098872)"
2911	"integral component of postsynaptic density membrane (GO:0099061)"
2912	"presynaptic modulation of chemical synaptic transmission (GO:0099171)"
2913	"postsynaptic modulation of chemical synaptic transmission (GO:0099170)"
2913	"integral component of postsynaptic membrane (GO:0099055)"
2913	"integral component of presynaptic membrane (GO:0099056)"
2914	"integral component of presynaptic active zone membrane (GO:0099059)"
2914	"presynaptic modulation of chemical synaptic transmission (GO:0099171)"
2914	"integral component of presynaptic active zone membrane (GO:0099059)"
2915	"integral component of postsynaptic membrane (GO:0099055)"
2915	"modulation of chemical synaptic transmission (GO:0050804)"
2917	"presynaptic modulation of chemical synaptic transmission (GO:0099171)"
2917	"integral component of presynaptic active zone membrane (GO:0099059)"
2917	"integral component of presynaptic membrane (GO:0099056)"
2917	"integral component of presynaptic active zone membrane (GO:0099059)"
2918	"integral component of presynaptic active zone membrane (GO:0099059)"
2918	"presynaptic modulation of chemical synaptic transmission (GO:0099171)"
2896	"synapse (GO:0045202)"
2896	"maintenance of synapse structure (GO:0099558)"
2922	"neuronal dense core vesicle (GO:0098992)"
146395	"regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149)"
146395	"integral component of postsynaptic density membrane (GO:0099061)"
2932	"postsynaptic density (GO:0014069)"
2932	"regulation of neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0098696)"
2932	"regulation of modification of postsynaptic structure (GO:0099159)"
2932	"presynaptic modulation of chemical synaptic transmission (GO:0099171)"
2982	"retrograde trans-synaptic signaling by nitric oxide, modulating synaptic transmission (GO:0098925)"
2983	"presynaptic active zone cytoplasmic component (GO:0098831)"
2983	"presynaptic active zone cytoplasmic component (GO:0098831)"
22927	"synapse (GO:0045202)"
9001	"presynaptic cytosol (GO:0099523)"
9001	"regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149)"
9001	"postsynaptic cytosol (GO:0099524)"
1404	"synapse (GO:0045202)"
348980	"integral component of presynaptic active zone membrane (GO:0099059)"
348980	"integral component of postsynaptic membrane (GO:0099055)"
348980	"regulation of postsynaptic membrane potential (GO:0060078)"
348980	"intracellular cAMP-activated cation channel activity involved in regulation of presynaptic membrane potential (GO:0140232)"
3092	"presynaptic modulation of chemical synaptic transmission (GO:0099171)"
3092	"presynapse (GO:0098793)"
3092	"regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149)"
3092	"postsynaptic membrane (GO:0045211)"
9026	"postsynapse organization (GO:0099173)"
9026	"postsynapse (GO:0098794)"
10949	"synapse (GO:0045202)"
3178	"synapse (GO:0045202)"
3181	"postsynaptic cytosol (GO:0099524)"
3181	"postsynaptic density (GO:0014069)"
220988	"postsynaptic density (GO:0014069)"
220988	"postsynapse (GO:0098794)"
3182	"presynaptic cytosol (GO:0099523)"
3184	"postsynaptic density (GO:0014069)"
3184	"synapse (GO:0045202)"
9987	"synapse (GO:0045202)"
3185	"synapse (GO:0045202)"
3187	"postsynaptic density (GO:0014069)"
3188	"postsynaptic density (GO:0014069)"
3190	"regulation of postsynapse organization (GO:0099175)"
3190	"postsynapse (GO:0098794)"
3190	"modulation of chemical synaptic transmission (GO:0050804)"
3191	"synapse (GO:0045202)"
92906	"synapse (GO:0045202)"
4670	"postsynaptic density (GO:0014069)"
4670	"regulation of postsynapse organization (GO:0099175)"
4670	"synapse (GO:0045202)"
3192	"dendritic transport of messenger ribonucleoprotein complex (GO:0098963)"
11100	"synapse (GO:0045202)"
221092	"synapse (GO:0045202)"
9456	"postsynaptic density (GO:0014069)"
9456	"structural constituent of postsynapse (GO:0099186)"
9456	"postsynaptic cytosol (GO:0099524)"
9456	"regulation of postsynaptic neurotransmitter receptor activity (GO:0098962)"
9455	"postsynaptic density (GO:0014069)"
9454	"regulation of postsynaptic neurotransmitter receptor activity (GO:0098962)"
9454	"postsynaptic density (GO:0014069)"
3208	"regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149)"
3208	"postsynapse (GO:0098794)"
3265	"regulation of neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0098696)"
3320	"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)"
3312	"presynapse (GO:0098793)"
3312	"postsynaptic density (GO:0014069)"
3312	"postsynapse (GO:0098794)"
3312	"postsynaptic specialization membrane (GO:0099634)"
3312	"synaptic vesicle uncoating (GO:0016191)"
3312	"presynaptic chaperone-mediated protein folding"
3312	"maintenance of postsynaptic specialization structure (GO:0098880)"
3312	"postsynaptic density (GO:0014069)"
3312	"regulation of postsynapse organization (GO:0099175)"
