"EntrezID_Human"	"go_name"
6809	"modulation of chemical synaptic transmission (GO:0050804)"
6810	"integral component of postsynaptic membrane (GO:0099055)"
6810	"postsynapse (GO:0098794)"
6810	"exocytic insertion of neurotransmitter receptor to postsynaptic membrane (GO:0098967)"
10228	"synaptic vesicle to endosome fusion (GO:0016189)"
10228	"integral component of synaptic vesicle membrane (GO:0030285)"
10228	"integral component of synaptic vesicle membrane (GO:0030285)"
8417	"integral component of synaptic vesicle membrane (GO:0030285)"
6812	"presynaptic dense core vesicle exocytosis (GO:0099525)"
6812	"synaptic vesicle priming (GO:0016082)"
6812	"presynaptic cytosol (GO:0099523)"
6812	"extrinsic component of presynaptic membrane (GO:0098888)"
6812	"presynaptic active zone cytoplasmic component (GO:0098831)"
6814	"presynapse (GO:0098793)"
252983	"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)"
134957	"synaptic vesicle cycle (GO:0099504)"
134957	"presynaptic cytosol (GO:0099523)"
134957	"regulation of synaptic vesicle priming (GO:0010807)"
134957	"regulation of presynaptic dense core vesicle exocytosis (GO:0099161)"
134957	"extrinsic component of neuronal dense core vesicle membrane (GO:0098674)"
134957	"regulation of synaptic vesicle docking (GO:0099148)"
134957	"regulation of synaptic vesicle exocytosis (GO:2000300)"
134957	"presynapse (GO:0098793)"
134957	"synaptic vesicle (GO:0008021)"
134957	"extrinsic component of presynaptic membrane (GO:0098888)"
9515	"neuronal dense core vesicle (GO:0098992)"
9515	"regulation of synaptic vesicle exocytosis (GO:2000300)"
9900	"integral component of synaptic vesicle membrane (GO:0030285)"
9900	"synaptic vesicle priming (GO:0016082)"
9899	"integral component of synaptic vesicle membrane (GO:0030285)"
9899	"regulation of synaptic vesicle exocytosis (GO:2000300)"
9899	"regulation of presynaptic cytosolic calcium levels (GO:0099509)"
9899	"integral component of synaptic vesicle membrane (GO:0030285)"
22987	"integral component of synaptic vesicle membrane (GO:0030285)"
22987	"regulation of synaptic vesicle exocytosis (GO:2000300)"
55530	"integral component of synaptic vesicle membrane (GO:0030285)"
85360	"presynaptic active zone cytoplasmic component (GO:0098831)"
84144	"presynaptic active zone cytoplasmic component (GO:0098831)"
85360	"synapse assembly (GO:0007416)"
84144	"synapse assembly (GO:0007416)"
6853	"extrinsic component of synaptic vesicle membrane (GO:0098850)"
6853	"regulation of synaptic vesicle cycle (GO:0098693)"
6853	"synaptic vesicle cycle (GO:0099504)"
6854	"synaptic vesicle clustering (GO:0097091)"
6854	"extrinsic component of synaptic vesicle membrane (GO:0098850)"
6854	"synaptic vesicle cycle (GO:0099504)"
8224	"synaptic vesicle cycle (GO:0099504)"
8224	"extrinsic component of synaptic vesicle membrane (GO:0098850)"
8224	"synaptic vesicle clustering (GO:0097091)"
23345	"postsynaptic actin cytoskeleton (GO:0098871)"
23345	"postsynaptic endocytic zone (GO:0098843)"
23345	"regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149)"
8831	"postsynaptic density, intracellular component (GO:0099092)"
8831	"modulation of chemical synaptic transmission (GO:0050804)"
8831	"maintenance of postsynaptic specialization structure (GO:0098880)"
9145	"integral component of synaptic vesicle membrane (GO:0030285)"
9145	"regulation of synaptic vesicle cycle (GO:0098693)"
9144	"regulation of synaptic vesicle cycle (GO:0098693)"
9143	"regulation of synaptic vesicle cycle (GO:0098693)"
23546	"regulation of synaptic vesicle cycle (GO:0098693)"
9143	"synaptic vesicle (GO:0008021)"
9143	"regulation of neurotransmitter uptake (GO:0051580)"
8867	"synaptic vesicle uncoating (GO:0016191)"
8867	"regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149)"
8867	"presynapse (GO:0098793)"
8871	"presynapse (GO:0098793)"
11346	"spine apparatus (GO:0097444)"
11346	"postsynaptic modulation of chemical synaptic transmission (GO:0099170)"
11346	"regulation of postsynaptic cytosolic calcium levels (GO:0099566)"
132204	"integral component of synaptic vesicle membrane (GO:0030285)"
132204	"modulation of chemical synaptic transmission (GO:0050804)"
6855	"integral component of synaptic vesicle membrane (GO:0030285)"
6855	"regulation of synaptic vesicle exocytosis (GO:2000300)"
6856	"integral component of synaptic vesicle membrane (GO:0030285)"
6857	"calcium-dependent activation of synaptic vesicle fusion (GO:0099502)"
6857	"integral component of synaptic vesicle membrane (GO:0030285)"
341359	"presynapse (GO:0098793)"
341359	"presynaptic dense core vesicle exocytosis (GO:0099525)"
23208	"integral component of synaptic vesicle membrane (GO:0030285)"
23208	"regulation of synaptic vesicle endocytosis (GO:1900242)"
23208	"integral component of presynaptic active zone membrane (GO:0099059)"
23208	"postsynapse (GO:0098794)"
91683	"integral component of synaptic vesicle membrane (GO:0030285)"
91683	"presynaptic modulation of chemical synaptic transmission (GO:0099171)"
127833	"calcium-dependent activation of synaptic vesicle fusion (GO:0099502)"
127833	"integral component of synaptic vesicle membrane (GO:0030285)"
84258	"integral component of synaptic membrane (GO:0099699)"
6860	"regulation of postsynaptic dense core vesicle exocytosis (GO:0150044)"
6860	"integral component of neuronal dense core vesicle membrane (GO:0099066)"
6860	"regulation of trans-synaptic signaling by BDNF, modulating synaptic transmission (GO:0150035)"
6861	"integral component of neuronal dense core vesicle membrane (GO:0099066)"
148281	"postsynaptic dense core vesicle exocytosis (GO:0150038)"
148281	"integral component of synaptic membrane (GO:0099699)"
9066	"calcium-dependent activation of synaptic vesicle fusion (GO:0099502)"
9066	"regulation of synaptic vesicle endocytosis (GO:1900242)"
9066	"integral component of presynaptic membrane (GO:0099056)"
143425	"integral component of synaptic vesicle membrane (GO:0030285)"
143425	"calcium-dependent activation of synaptic vesicle fusion (GO:0099502)"
10460	"postsynaptic density (GO:0014069)"
160622	"postsynaptic density (GO:0014069)"
160622	"regulation of neurotransmitter receptor transport, endosome to postsynaptic membrane (GO:0099152)"
85461	"regulation of postsynapse organization (GO:0099175)"
85461	"postsynaptic density, intracellular component (GO:0099092)"
26115	"postsynaptic density, intracellular component (GO:0099092)"
9344	"postsynapse (GO:0098794)"
9344	"regulation of synaptic membrane adhesion (GO:0099179)"
9344	"regulation of postsynapse organization (GO:0099175)"
57465	"synapse (GO:0045202)"
57465	"synaptic vesicle endosomal processing (GO:0099532)"
55357	"regulation of presynaptic dense core vesicle exocytosis (GO:0099161)"
23102	"regulation of presynaptic dense core vesicle exocytosis (GO:0099161)"
56165	"synapse (GO:0045202)"
163589	"synapse (GO:0045202)"
221400	"synapse (GO:0045202)"
57451	"maintenance of alignment of postsynaptic density and presynaptic active zone (GO:0099559)"
57451	"extrinsic component of postsynaptic membrane (GO:0098890)"
57451	"maintenance of alignment of postsynaptic density and presynaptic active zone (GO:0099559)"
55714	"maintenance of alignment of postsynaptic density and presynaptic active zone (GO:0099559)"
26011	"maintenance of alignment of postsynaptic density and presynaptic active zone (GO:0099559)"
10178	"maintenance of alignment of postsynaptic density and presynaptic active zone (GO:0099559)"
57451	"postsynaptic spectrin-associated cytoskeleton organization (GO:0099190)"
55714	"postsynaptic spectrin-associated cytoskeleton organization (GO:0099190)"
26011	"postsynaptic spectrin-associated cytoskeleton organization (GO:0099190)"
10178	"postsynaptic spectrin-associated cytoskeleton organization (GO:0099190)"
57451	"retrograde trans-synaptic signaling by trans-synaptic protein complex (GO:0098942)"
55714	"retrograde trans-synaptic signaling by trans-synaptic protein complex (GO:0098942)"
26011	"retrograde trans-synaptic signaling by trans-synaptic protein complex (GO:0098942)"
10178	"retrograde trans-synaptic signaling by trans-synaptic protein complex (GO:0098942)"
167153	"postsynapse (GO:0098794)"
167153	"RNA polyadenylation at postsynapse (GO:0140235)"
167153	"regulation of translation at postsynapse (GO:0140245)"
167153	"postsynaptic modulation of chemical synaptic transmission (GO:0099170)"
7014	"axonal transport of messenger ribonucleoprotein complex (GO:0099088)"
7036	"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)"
7036	"postsynapse (GO:0098794)"
7074	"regulation of modification of postsynaptic actin cytoskeleton (GO:1905274)"
7074	"extrinsic component of postsynaptic density membrane (GO:0099147)"
7074	"regulation of postsynapse organization (GO:0099175)"
81615	"integral component of synaptic vesicle membrane (GO:0030285)"
81615	"zinc ion import into synaptic vesicle (GO:0099180)"
3371	"perisynaptic extracellular matrix (GO:0098966)"
23043	"presynapse (GO:0098793)"
23043	"postsynaptic density, intracellular component (GO:0099092)"
23043	"regulation of neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0098696)"
7143	"modulation of chemical synaptic transmission (GO:0050804)"
7143	"perisynaptic extracellular matrix (GO:0098966)"
7143	"extracellular matrix of synaptic cleft (GO:0098965)"
7163	"synapse (GO:0045202)"
127262	"regulation of synaptic vesicle exocytosis (GO:2000300)"
127262	"extrinsic component of synaptic vesicle membrane (GO:0098850)"
10612	"postsynapse (GO:0098794)"
10612	"regulation protein catabolic process at postsynapse (GO:0140252)"
114088	"presynaptic cytosol (GO:0099523)"
114088	"synaptic vesicle (GO:0008021)"
7204	"modulation of chemical synaptic transmission (GO:0050804)"
7204	"postsynapse (GO:0098794)"
7204	"presynaptic active zone (GO:0048786)"
7204	"postsynaptic modulation of chemical synaptic transmission (GO:0099170)"
7248	"postsynaptic density (GO:0014069)"
7249	"postsynaptic density (GO:0014069)"
7249	"synapse (GO:0045202)"
7249	"regulation of postsynapse organization (GO:0099175)"
7102	"regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149)"
9256	"voltage-gated calcium channel activity involved in regulation of presynaptic cytosolic calcium levels (GO:0099626)"
9256	"presynaptic active zone cytoplasmic component (GO:0098831)"
85376	"presynaptic active zone cytoplasmic component (GO:0098831)"
23504	"presynaptic active zone cytoplasmic component (GO:0098831)"
440804	"presynaptic active zone cytoplasmic component (GO:0098831)"
150221	"presynaptic active zone cytoplasmic component (GO:0098831)"
57348	"synapse (GO:0045202)"
7846	"regulation of synapse organization (GO:0050807)"
203068	"regulation of synapse organization (GO:0050807)"
347733	"modulation of chemical synaptic transmission (GO:0050804)"
7284	"synapse (GO:0045202)"
7311	"translation at presynapse (GO:0140236)"
7311	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
7311	"presynaptic ribosome(SYNGO:presyn_ribosome)"
7311	"translation at postsynapse (GO:0140242)"
7311	"synapse (GO:0045202)"
7337	"modulation of chemical synaptic transmission (GO:0050804)"
23025	"presynaptic active zone (GO:0048786)"
23025	"synaptic vesicle exocytosis (GO:0016079)"
10497	"synaptic vesicle exocytosis (GO:0016079)"
10497	"regulation of presynaptic dense core vesicle exocytosis (GO:0099161)"
10497	"presynapse (GO:0098793)"
440279	"synaptic vesicle exocytosis (GO:0016079)"
440279	"presynapse (GO:0098793)"
64854	"regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149)"
64854	"synapse (GO:0045202)"
9101	"postsynaptic density (GO:0014069)"
9101	"regulation of protein catabolic process at postsynapse, modulating synaptic transmission (GO:0099576)"
55697	"presynaptic endosome (GO:0098830)"
55697	"regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149)"
6843	"synaptic vesicle priming (GO:0016082)"
6843	"presynapse (GO:0098793)"
6843	"integral component of synaptic vesicle membrane (GO:0030285)"
6843	"regulation of synaptic vesicle fusion to presynaptic active zone membrane (GO:0031630)"
6844	"integral component of synaptic vesicle membrane (GO:0030285)"
6844	"synaptic vesicle exocytosis (GO:0016079)"
6844	"synaptic vesicle docking (GO:0016081)"
9341	"integral component of synaptic vesicle membrane (GO:0030285)"
8674	"synaptic vesicle to endosome fusion (GO:0016189)"
8674	"integral component of presynaptic endosome membrane (GO:0099067)"
8674	"regulation of synaptic vesicle endocytosis (GO:1900242)"
6845	"integral component of synaptic vesicle membrane (GO:0030285)"
9218	"integral component of presynaptic membrane (GO:0099056)"
9218	"presynaptic cytoskeleton (GO:0099569)"
1462	"synapse (GO:0045202)"
7415	"synapse (GO:0045202)"
7415	"regulation of synapse organization (GO:0050807)"
80124	"synapse (GO:0045202)"
7416	"presynaptic active zone membrane (GO:0048787)"
7416	"integral component of postsynaptic density membrane (GO:0099061)"
7425	"modulation of chemical synaptic transmission (GO:0050804)"
7425	"synaptic signaling via neuropeptide (GO:0099538)"
7425	"synapse (GO:0045202)"
7428	"postsynaptic density (GO:0014069)"
7428	"regulation protein catabolic process at postsynapse (GO:0140252)"
7428	"regulation of postsynapse organization (GO:0099175)"
55823	"presynaptic active zone (GO:0048786)"
64601	"presynapse (GO:0098793)"
57617	"presynapse (GO:0098793)"
57617	"regulation of synaptic vesicle cycle (GO:0098693)"
57617	"regulation of synaptic vesicle exocytosis (GO:2000300)"
51699	"regulation of synaptic vesicle endocytosis (GO:1900242)"
26276	"synaptic vesicle (GO:0008021)"
55737	"regulation of synapse maturation (GO:0090128)"
55737	"neurotransmitter receptor transport, endosome to postsynaptic membrane (GO:0098887)"
55737	"modulation of chemical synaptic transmission (GO:0050804)"
55737	"regulation of postsynapse assembly (GO:0150052)"
55737	"presynapse (GO:0098793)"
55737	"regulation of synaptic vesicle endocytosis (GO:1900242)"
55737	"presynapse (GO:0098793)"
55737	"presynaptic endocytic zone (GO:0098833)"
55737	"postsynapse (GO:0098794)"
55737	"postsynapse (GO:0098794)"
11311	"synaptic vesicle (GO:0008021)"
143187	"synaptic vesicle to endosome fusion (GO:0016189)"
143187	"synaptic vesicle (GO:0008021)"
8936	"dendritic transport of mitochondrion (GO:0098939)"
8936	"modification of postsynaptic actin cytoskeleton (GO:0098885)"
8936	"postsynapse (GO:0098794)"
10163	"postsynaptic actin cytoskeleton organization (GO:0098974)"
10163	"postsynapse organization (GO:0099173)"
10163	"synapse (GO:0045202)"
10810	"modification of postsynaptic actin cytoskeleton (GO:0098885)"
10810	"postsynapse (GO:0098794)"
8976	"postsynaptic actin cytoskeleton organization (GO:0098974)"
8976	"postsynapse organization (GO:0099173)"
8976	"postsynapse (GO:0098794)"
8976	"regulation of postsynapse organization (GO:0099175)"
23335	"synaptic vesicle (GO:0008021)"
7466	"integral component of synaptic vesicle membrane (GO:0030285)"
79971	"trans-synaptic signaling (GO:0099537)"
79971	"trans-synaptic signalling via exosome (GO:0099157)"
79971	"integral component of presynaptic membrane (GO:0099056)"
79971	"postsynapse (GO:0098794)"
65125	"modulation of chemical synaptic transmission (GO:0050804)"
89780	"regulation of synapse organization (GO:0050807)"
89780	"synapse (GO:0045202)"
89780	"regulation of presynapse assembly (GO:1905606)"
89780	"modulation of chemical synaptic transmission (GO:0050804)"
89780	"regulation of postsynapse to nucleus signaling pathway (GO:1905539)"
7474	"regulation of postsynaptic cytosolic calcium levels (GO:0099566)"
7474	"regulation of synaptic signaling by nitric oxide (GO:0150045)"
7474	"modulation of chemical synaptic transmission (GO:0050804)"
7474	"regulation of synapse organization (GO:0050807)"
7474	"regulation of postsynaptic specialization assembly (GO:0099150)"
7474	"regulation of postsynapse organization (GO:0099175)"
7474	"postsynaptic modulation of chemical synaptic transmission (GO:0099170)"
7476	"regulation of postsynapse organization (GO:0099175)"
7476	"regulation of synaptic vesicle exocytosis (GO:2000300)"
7476	"regulation of presynapse assembly (GO:1905606)"
4904	"synapse (GO:0045202)"
8531	"synapse (GO:0045202)"
7525	"postsynaptic specialization, intracellular component (GO:0099091)"
7531	"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)"
7531	"synapse (GO:0045202)"
7532	"presynapse (GO:0098793)"
7532	"synapse (GO:0045202)"
7533	"synapse (GO:0045202)"
7533	"presynaptic modulation of chemical synaptic transmission (GO:0099171)"
7533	"presynapse (GO:0098793)"
10971	"synapse (GO:0045202)"
7534	"synaptic target recognition (GO:0008039)"
7534	"regulation of synapse maturation (GO:0090128)"
7534	"postsynaptic specialization (GO:0099572)"
25921	"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)"
